timestamp,run_id,scenario,step,target,status,duration_sec,message
2026-07-22T16:56:25+09:00,20260722-165609,provision-dr,update_kubeconfig,eks-b,SUCCESS,1,"completed"
2026-07-22T16:56:25+09:00,20260722-165609,provision-dr,check_eks_b_context,eks-b,SUCCESS,0,"completed"
2026-07-22T16:56:26+09:00,20260722-165609,provision-dr,check_eks_b_cluster,eks-b,SUCCESS,1,"completed"
2026-07-22T16:56:27+09:00,20260722-165609,provision-dr,wait_eks_b_nodes,eks-b,SUCCESS,1,"completed"
2026-07-22T16:56:30+09:00,20260722-165609,provision-dr,terraform_init_03-platform,03-platform,SUCCESS,3,"completed"
2026-07-22T16:56:35+09:00,20260722-165609,provision-dr,terraform_apply_03-platform,03-platform,SUCCESS,5,"completed"
2026-07-22T16:56:38+09:00,20260722-165609,provision-dr,terraform_init_04-eks-workloads,04-eks-workloads,SUCCESS,3,"completed"
2026-07-22T16:56:44+09:00,20260722-165609,provision-dr,terraform_apply_04-eks-workloads,04-eks-workloads,SUCCESS,6,"completed"
2026-07-22T16:56:46+09:00,20260722-165609,provision-dr,terraform_init_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,2,"completed"
2026-07-22T16:57:13+09:00,20260722-165609,provision-dr,terraform_apply_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,27,"completed"
2026-07-22T16:57:13+09:00,20260722-165609,provision-dr,wait_argocd_cluster_secret,onprem-argocd,SUCCESS,0,"completed"
2026-07-22T16:57:15+09:00,20260722-165609,provision-dr,apply_applicationsets,onprem-argocd,SUCCESS,1,"completed"
2026-07-22T16:57:16+09:00,20260722-165609,provision-dr,wait_eks_b_gitops_applications,eks-b,SUCCESS,1,"completed"
2026-07-22T16:57:24+09:00,20260722-165609,provision-dr,activate_eks_b_applications,eks-b,SUCCESS,8,"completed"
2026-07-22T16:57:24+09:00,20260722-165609,provision-dr,wait_eks_b_app_pods,eks-b,FAILED,0,"exit_code=1"
2026-07-22T16:57:24+09:00,20260722-165609,provision-dr,total,provision-dr,FAILED,75,"EKS-B 애플리케이션 Pod Ready 실패"
2026-07-22T16:58:07+09:00,20260722-165807,switch-to-onprem,check_context,eks-a,SUCCESS,0,"completed"
2026-07-22T16:58:07+09:00,20260722-165807,provision-dr,check_onprem_context,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:58:07+09:00,20260722-165807,switch-to-onprem,check_context,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:58:07+09:00,20260722-165807,provision-dr,check_onprem_cluster,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:58:07+09:00,20260722-165807,switch-to-onprem,check_onprem_cluster,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T16:58:12+09:00,20260722-165807,provision-dr,terraform_init_02-eks,02-eks,SUCCESS,5,"completed"
2026-07-22T16:58:13+09:00,20260722-165807,switch-to-onprem,internal_health_before_switch,onprem,SUCCESS,3,"completed"
2026-07-22T16:58:13+09:00,20260722-165807,switch-to-onprem,activate_cloudflared,onprem,SUCCESS,0,"completed"
2026-07-22T16:58:17+09:00,20260722-165807,switch-to-onprem,deactivate_cloudflared,eks-a,SUCCESS,3,"completed"
2026-07-22T16:58:18+09:00,20260722-165807,switch-to-onprem,external_health_after_switch,onprem,SUCCESS,1,"completed"
2026-07-22T16:58:18+09:00,20260722-165807,switch-to-onprem,total,switch-to-onprem,SUCCESS,11,"온프레미스 긴급 우회 완료"
2026-07-22T16:58:21+09:00,20260722-165807,provision-dr,terraform_apply_02-eks,02-eks,SUCCESS,9,"completed"
2026-07-22T16:58:23+09:00,20260722-165807,provision-dr,update_kubeconfig,eks-b,SUCCESS,1,"completed"
2026-07-22T16:58:23+09:00,20260722-165807,provision-dr,check_eks_b_context,eks-b,SUCCESS,0,"completed"
2026-07-22T16:58:24+09:00,20260722-165807,provision-dr,check_eks_b_cluster,eks-b,SUCCESS,1,"completed"
2026-07-22T16:58:25+09:00,20260722-165807,provision-dr,wait_eks_b_nodes,eks-b,SUCCESS,1,"completed"
2026-07-22T16:58:27+09:00,20260722-165807,provision-dr,terraform_init_03-platform,03-platform,SUCCESS,2,"completed"
2026-07-22T16:58:32+09:00,20260722-165807,provision-dr,terraform_apply_03-platform,03-platform,SUCCESS,5,"completed"
2026-07-22T16:58:36+09:00,20260722-165807,provision-dr,terraform_init_04-eks-workloads,04-eks-workloads,SUCCESS,4,"completed"
2026-07-22T16:58:41+09:00,20260722-165807,provision-dr,terraform_apply_04-eks-workloads,04-eks-workloads,SUCCESS,5,"completed"
2026-07-22T16:58:44+09:00,20260722-165807,provision-dr,terraform_init_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,2,"completed"
2026-07-22T16:59:12+09:00,20260722-165807,provision-dr,terraform_apply_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,28,"completed"
2026-07-22T16:59:12+09:00,20260722-165807,provision-dr,wait_argocd_cluster_secret,onprem-argocd,SUCCESS,0,"completed"
2026-07-22T16:59:13+09:00,20260722-165807,provision-dr,apply_applicationsets,onprem-argocd,SUCCESS,1,"completed"
2026-07-22T16:59:13+09:00,20260722-165807,provision-dr,wait_eks_b_gitops_applications,eks-b,SUCCESS,0,"completed"
2026-07-22T16:59:20+09:00,20260722-165807,provision-dr,activate_eks_b_applications,eks-b,SUCCESS,7,"completed"
2026-07-22T17:05:47+09:00,20260722-165807,provision-dr,wait_eks_b_app_pods,eks-b,FAILED,387,"exit_code=1"
2026-07-22T17:05:47+09:00,20260722-165807,provision-dr,total,provision-dr,FAILED,460,"EKS-B 애플리케이션 Pod Ready 실패"
2026-07-22T17:08:12+09:00,20260722-170812,provision-dr,check_onprem_context,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T17:08:12+09:00,20260722-170812,switch-to-onprem,check_context,eks-a,SUCCESS,0,"completed"
2026-07-22T17:08:12+09:00,20260722-170812,switch-to-onprem,check_context,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T17:08:12+09:00,20260722-170812,provision-dr,check_onprem_cluster,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T17:08:12+09:00,20260722-170812,switch-to-onprem,check_onprem_cluster,kubernetes-admin@kubernetes,SUCCESS,0,"completed"
2026-07-22T17:08:17+09:00,20260722-170812,provision-dr,terraform_init_02-eks,02-eks,SUCCESS,5,"completed"
2026-07-22T17:08:18+09:00,20260722-170812,switch-to-onprem,internal_health_before_switch,onprem,SUCCESS,3,"completed"
2026-07-22T17:08:19+09:00,20260722-170812,switch-to-onprem,activate_cloudflared,onprem,SUCCESS,1,"completed"
2026-07-22T17:08:23+09:00,20260722-170812,switch-to-onprem,deactivate_cloudflared,eks-a,SUCCESS,3,"completed"
2026-07-22T17:08:24+09:00,20260722-170812,switch-to-onprem,external_health_after_switch,onprem,SUCCESS,1,"completed"
2026-07-22T17:08:24+09:00,20260722-170812,switch-to-onprem,total,switch-to-onprem,SUCCESS,12,"온프레미스 긴급 우회 완료"
2026-07-22T17:08:26+09:00,20260722-170812,provision-dr,terraform_apply_02-eks,02-eks,SUCCESS,9,"completed"
2026-07-22T17:08:28+09:00,20260722-170812,provision-dr,update_kubeconfig,eks-b,SUCCESS,1,"completed"
2026-07-22T17:08:28+09:00,20260722-170812,provision-dr,check_eks_b_context,eks-b,SUCCESS,0,"completed"
2026-07-22T17:08:29+09:00,20260722-170812,provision-dr,check_eks_b_cluster,eks-b,SUCCESS,1,"completed"
2026-07-22T17:08:30+09:00,20260722-170812,provision-dr,wait_eks_b_nodes,eks-b,SUCCESS,1,"completed"
2026-07-22T17:08:33+09:00,20260722-170812,provision-dr,terraform_init_03-platform,03-platform,SUCCESS,3,"completed"
2026-07-22T17:08:38+09:00,20260722-170812,provision-dr,terraform_apply_03-platform,03-platform,SUCCESS,5,"completed"
2026-07-22T17:08:41+09:00,20260722-170812,provision-dr,terraform_init_04-eks-workloads,04-eks-workloads,SUCCESS,3,"completed"
2026-07-22T17:08:48+09:00,20260722-170812,provision-dr,terraform_apply_04-eks-workloads,04-eks-workloads,SUCCESS,7,"completed"
2026-07-22T17:08:50+09:00,20260722-170812,provision-dr,terraform_init_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,2,"completed"
2026-07-22T17:09:18+09:00,20260722-170812,provision-dr,terraform_apply_05-eks-autoscaling,05-eks-autoscaling,SUCCESS,28,"completed"
2026-07-22T17:09:18+09:00,20260722-170812,provision-dr,wait_argocd_cluster_secret,onprem-argocd,SUCCESS,0,"completed"
2026-07-22T17:09:19+09:00,20260722-170812,provision-dr,apply_applicationsets,onprem-argocd,SUCCESS,1,"completed"
